1000; 52,407779283041; 4
1000; 69,92681194351; 4
1000; 87,488663525924; 4
1000; 105,104235265676; 4
1000; 122,784560902905; 4
1000; 140,540834702391; 4
1000; 158,384440324536; 4
1000; 176,326980708465; 4
1000; 194,380309137718; 4
1000; 212,556561670022; 4
1000; 230,868191125563; 4
1000; 249,328002843181; 4
1000; 267,949192431123; 4
1000; 286,745385758808; 4
1000; 305,73068145866; 4
1000; 324,919696232906; 4
1000; 344,327613289665; 4
1000; 363,970234266202; 4
1000; 383,864035035416; 4
1000; 404,026225835157; 4
1000; 424,474816209605; 4
1000; 445,228685308536; 4
1000; 466,307658154999; 4
1000; 487,732588565862; 4
1000; 509,525449494429; 4
1000; 531,709431661479; 4
1000; 554,309051452769; 4
1000; 577,350269189626; 4
1000; 600,860619027561; 4
1000; 624,869351909328; 4
1000; 649,407593197511; 4
1000; 674,508516842427; 4
1000; 700,20753820971; 4
1000; 726,542528005362; 4
1000; 753,554050102795; 4
1000; 781,285626506718; 4
1000; 809,784033195008; 4
1000; 839,099631177281; 4
1000; 869,286737816228; 4
1000; 900,404044297841; 4
1000; 932,515086137663; 4
1000; 965,688774807075; 4
1706,21897739899; 2107,00496361616; 5
1652,84477286428; 2115,54483634171; 5
1600,48975350087; 2123,92163943986; 5
1549,09399042531; 2132,14496153195; 5
1498,60087970155; 2140,22385924775; 5
1448,95687017023; 2148,16690077276; 5
1400,1112151045; 2155,98220558328; 5
1352,015745153; 2163,67748077552; 5
1304,62466032532; 2171,26005434795; 5
1257,89433903104; 2178,73690575503; 5
1211,7831624064; 2186,11469401498; 5
1166,25135235657; 2193,39978362295; 5
1121,26082191117; 2200,59826849421; 5
1076,77503663906; 2207,71599413775; 5
1032,75888599794; 2214,75857824033; 5
989,178563608579; 2221,73142982263; 5
946,00145554277; 2228,63976711316; 5
903,196035802162; 2235,48863427165; 5
860,731768241811; 2242,28291708131; 5
818,579014259868; 2249,02735771842; 5
776,708945634055; 2255,72656869855; 5
735,093461937433; 2262,38504609001; 5
693,705112011354; 2269,00718207818; 5
652,517019012989; 2275,59727695792; 5
611,502808589137; 2282,15955062574; 5
570,636539757629; 2288,69815363878; 5
529,892638102906; 2295,21717790353; 5
532,307013194032; 2504,3076017592; 5
-1018,22727979911; 2183,5954481808; 2
-1050,73923448528; 2154,33468896325; 2
-1082,92762638799; 2125,36513625081; 2
-1114,81659150315; 2096,66506764716; 2
-1146,42945708214; 2068,21348862607; 2
-1177,78881436691; 2039,99006706978; 2
-1208,91658703225; 2011,97507167098; 2
-1239,83409579555; 1984,14931378401; 2
-1270,56211961556; 1956,49409234599; 2
-1301,12095386802; 1928,99114151879; 2
-1331,53046585641; 1901,62258072923; 2
-1361,81014799061; 1874,37086680845; 2
-1391,9791689439; 1847,21874795049; 2
-1422,05642308015; 1820,14921922786; 2
-1452,06057842679; 1793,14547941589; 2
-1482,01012345596; 1766,19088888963; 2
-1511,9234129254; 1739,26892836714; 2
-1541,81871302206; 1712,36315828014; 2
-1571,71424604541; 1685,45717855913; 2
-1601,62823486288; 1658,5345886234; 2
-1631,57894736842; 1631,57894736842; 2
-1661,58474117451; 1604,57373294294; 2
-1691,66410877073; 1577,50230210634; 2
-1721,83572338563; 1550,34784895293; 2
-1752,11848579514; 1523,09336278437; 2
-1782,53157232944; 1495,7215849035; 2
-1813,09448434089; 1468,2149640932; 2
-1843,82709940904; 1440,55561053186; 2
-1874,74972457494; 1412,72524788255; 2
-1905,88315191582; 1384,70516327576; 2
-1937,24871679346; 1356,47615488588; 2
-1968,86835913523; 1328,0184767783; 2
-2004,75051136085; 1301,90020454434; 2
-2223,51332342345; 1389,40532936938; 2
-2489,28835538129; 1495,71534215252; 2
-1959,14741253252; 171,403188772761; 3
-1904,54065138292; 133,178455968043; 3
-1853,01793568718; 97,11255498103; 3
-1804,29630779927; 63,007415459489; 3
-1758,1260051015; 30,688203571053; 3
-1714,28571428574; 1,8E-11; 3
-1672,57861664142; -29,194968351006; 3
-1632,82907466326; -57,019647735721; 3
-1594,87984181062; -83,584110732565; 3
-1558,58970149498; -108,987208953513; 3
-1523,83146015983; -133,317977888122; 3
-1490,49023398073; -156,656836213486; 3
-1458,46198023352; -179,076613836536; 3
-1427,65223348714; -200,643436558999; 3
-1397,97501402323; -221,417490183737; 3
-1369,35188167992; -241,453682824057; 3
-1341,71111297939; -260,802220914428; 3
-1314,98698316733; -279,509111782866; 3
-1289,11913785456; -297,616603501809; 3
-1264,05204145047; -315,163570984672; 3
-1239,73449162768; -332,185855860626; 3
-1216,11919074465; -348,716566478745; 3
-1193,16236654887; -364,786343415794; 3
-1170,82343564147; -380,423595050974; 3
-1149,06470414967; -395,654707095232; 3
-1127,85110086057; -410,504229397598; 3
-1107,14993874745; -424,995042876789; 3
-1086,93070139005; -439,148509026964; 3
-1067,16485127252; -452,984604109235; 3
-1047,82565735046; -466,522039854678; 3
-1028,88803962611; -479,778372261721; 3
-1010,32842876608; -492,770099863742; 3
-243,866294282945; -500; 1
-233,153829077514; -500; 1
-222,614342654282; -500; 1
-212,237408104817; -500; 1
-202,013112917592; -500; 1
-191,932017517722; -500; 1
-181,985117133115; -500; 1
-172,163806644846; -500; 1
-162,459848116467; -500; 1
-152,865340729344; -500; 1
-143,372692879418; -500; 1
-133,974596215575; -500; 1
-124,664001421604; -500; 1
-115,434095562795; -500; 1
-106,278280835025; -500; 1
-97,190154568873; -500; 1
-88,163490354246; -500; 1
-79,192220162282; -500; 1
-70,27041735121; -500; 1
-61,392280451466; -500; 1
-52,552117632852; -500; 1
-43,744331762976; -500; 1
-34,963405971769; -500; 1
-26,203889641535; -500; 1
-17,460384745888; -500; 1
-8,727532464123; -500; 1
-1,4E-11; -500; 1
8,727532464094; -500; 1
17,460384745859; -500; 1
26,203889641506; -500; 1
34,96340597174; -500; 1
